dataset,horizon_min,model,C_u_over_C_o,total_cost_dollars,cost_waste_dollars,cost_violation_dollars,cost_per_vcpu_month,violation_rate,waste_rate,mean_violation_pp,mean_waste_pp,savings_vs_naive_dollars,savings_vs_naive_pct,n_timesteps
ByteDance,60,hetero_ensemble,5,53.36910547092029,8.44614058183624,44.92296488908405,3.613820741000904,0.5131352080002508,0.4868647919997492,1.7603594504954725,1.6548599842150693,1.509579526638305,2.7507574693261367,63798
ByteDance,60,homo_ensemble,5,53.393949883527576,8.418482694473033,44.97546718905454,3.6155030486353663,0.511254271293771,0.488745728706229,1.7624168151452453,1.6494409492603674,1.484735114031018,2.705485953420841,63798
ByteDance,60,xgboost,5,49.103572845458984,7.986956596374512,41.116615295410156,3.3249857425689697,0.4898899652026709,0.5101100347973291,1.6112031936645508,1.5648915767669678,5.775112152099609,10.523415565490723,63798
ByteDance,60,lightgbm,5,55.42243091363284,8.983128038285152,46.439302875347686,3.7528590480405946,0.5062070911313834,0.4902818270165209,1.8197789458661593,1.760072423564444,-0.5437459160742435,-0.9908144047154798,63798
ByteDance,60,extratrees,5,43.56524260254038,7.290406672857255,36.27483592968312,2.9499647017614103,0.4926956957898367,0.5056898335371015,1.4214723004515473,1.4284159912648622,11.313442395018214,20.615367142127255,63798
ByteDance,60,bilstm,5,,,,,0.45523370638578015,0.544593874416126,,,,,63798
ByteDance,60,linear_reg,5,53.02019500732422,9.318090438842773,43.70210647583008,3.5901949405670166,0.47559484623342424,0.5244051537665757,1.7125186920166016,1.8257015943527222,1.858489990234375,3.386542558670044,63798
ByteDance,60,naive,10,100.73162841796875,9.025737762451172,91.70589447021484,6.820912837982178,0.4868647919997492,0.4829775228063576,1.7968018054962158,1.768420934677124,0.0,0.0,63798
ByteDance,60,hetero_ensemble,10,98.29207036000435,8.44614058183624,89.8459297781681,6.65572187145708,0.5131352080002508,0.4868647919997492,1.7603594504954725,1.6548599842150693,2.4395580579644047,2.421839194182262,63798
ByteDance,60,homo_ensemble,10,98.36941707258211,8.418482694473033,89.95093437810908,6.66095930520635,0.511254271293771,0.488745728706229,1.7624168151452453,1.6494409492603674,2.3622113453866405,2.3450542619891404,63798
ByteDance,60,xgboost,10,90.22018432617188,7.986956596374512,82.23323059082031,6.109145164489746,0.4898899652026709,0.5101100347973291,1.6112031936645508,1.5648915767669678,10.511444091796875,10.435097694396973,63798
ByteDance,60,lightgbm,10,101.86173378898053,8.983128038285152,92.87860575069537,6.897437066497317,0.5062070911313834,0.4902818270165209,1.8197789458661593,1.760072423564444,-1.1301053710117799,-1.1218972518964947,63798
ByteDance,60,extratrees,10,79.8400785322235,7.290406672857255,72.54967185936624,5.406268836941684,0.4926956957898367,0.5056898335371015,1.4214723004515473,1.4284159912648622,20.89154988574525,20.739811530753098,63798
ByteDance,60,bilstm,10,,,,,0.45523370638578015,0.544593874416126,,,,,63798
ByteDance,60,linear_reg,10,96.72230529785156,9.318090438842773,87.40421295166016,6.549427509307861,0.47559484623342424,0.5244051537665757,1.7125186920166016,1.8257015943527222,4.0093231201171875,3.9802029132843018,63798
ByteDance,120,naive,1,19.465604782104492,9.569647789001465,9.895956993103027,1.3297187089920044,0.4912080961416825,0.48132511068943706,1.9560320377349854,1.8915338516235352,0.0,0.0,63240
ByteDance,120,hetero_ensemble,1,17.847298982350804,8.852470463174017,8.994828519176787,1.2191703289651403,0.5058349146110057,0.4941650853889943,1.7779151880093274,1.7497767360796208,1.6183057997536885,8.313668225923612,63240
ByteDance,120,homo_ensemble,1,17.867134124369304,8.86012040236757,9.007013722001734,1.2205252912282636,0.5056451612903226,0.49435483870967745,1.7803237116543593,1.7512888208348303,1.598470657735188,8.211769814646221,63240
ByteDance,120,xgboost,1,17.007904052734375,8.31161880493164,8.69628620147705,1.161830186843872,0.4940543959519292,0.5059456040480709,1.7189053297042847,1.6428720951080322,2.457700729370117,12.625864028930664,63240
ByteDance,120,lightgbm,1,15.869072258118194,7.61221372472919,8.256858533389003,1.0840352965697437,0.5039690069576218,0.49603099304237824,1.6320482553346383,1.5046279500176294,3.5965325239862977,18.476346171852487,63240
ByteDance,120,extratrees,1,15.588688492596724,7.6619925729981135,7.926695919598609,1.0648819463633434,0.5028937381404175,0.4961891208096142,1.5667884091553228,1.5144672226830553,3.8769162895077685,19.916752306981863,63240
ByteDance,120,bilstm,1,,,,,0.5606419987349779,0.43918406072106264,,,,,63240
ByteDance,120,linear_reg,1,19.343883514404297,9.903984069824219,9.439898490905762,1.3214037418365479,0.49816571790006325,0.5018342820999367,1.8658874034881592,1.9576185941696167,0.12172126770019531,0.6253145933151245,63240
ByteDance,120,naive,2,29.361560821533203,9.569647789001465,19.791913986206055,2.005723237991333,0.4912080961416825,0.48132511068943706,1.9560320377349854,1.8915338516235352,0.0,0.0,63240
ByteDance,120,hetero_ensemble,2,26.842127501527592,8.852470463174017,17.989657038353574,1.8336178179411637,0.5058349146110057,0.4941650853889943,1.7779151880093274,1.7497767360796208,2.5194333200056107,8.5807199941425,63240
ByteDance,120,homo_ensemble,2,26.874147846371038,8.86012040236757,18.014027444003467,1.8358051659760102,0.5056451612903226,0.49435483870967745,1.7803237116543593,1.7512888208348303,2.487412975162165,8.471664671647648,63240
ByteDance,120,xgboost,2,25.704191207885742,8.31161880493164,17.3925724029541,1.7558839321136475,0.4940543959519292,0.5059456040480709,1.7189053297042847,1.6428720951080322,3.657369613647461,12.456318855285645,63240
ByteDance,120,lightgbm,2,24.125930791507198,7.61221372472919,16.513717066778007,1.6480711736133948,0.5039690069576218,0.49603099304237824,1.6320482553346383,1.5046279500176294,5.235630030026005,17.831579396781574,63240
ByteDance,120,extratrees,2,23.51538441219533,7.6619925729981135,15.853391839197219,1.6063640205674232,0.5028937381404175,0.4961891208096142,1.5667884091553228,1.5144672226830553,5.846176409337872,19.910986493096782,63240
ByteDance,120,bilstm,2,,,,,0.5606419987349779,0.43918406072106264,,,,,63240
ByteDance,120,linear_reg,2,28.783781051635742,9.903984069824219,18.879796981811523,1.9662545919418335,0.49816571790006325,0.5018342820999367,1.8658874034881592,1.9576185941696167,0.5777797698974609,1.9678101539611816,63240
ByteDance,120,naive,3,39.25751876831055,9.569647789001465,29.687870025634766,2.681727886199951,0.4912080961416825,0.48132511068943706,1.9560320377349854,1.8915338516235352,0.0,0.0,63240
ByteDance,120,hetero_ensemble,3,35.836956020704385,8.852470463174017,26.984485557530366,2.4480653069171874,0.5058349146110057,0.4941650853889943,1.7779151880093274,1.7497767360796208,3.420562747606162,8.713140450351919,63240
ByteDance,120,homo_ensemble,3,35.881161568372775,8.86012040236757,27.0210411660052,2.4510850407237568,0.5056451612903226,0.49435483870967745,1.7803237116543593,1.7512888208348303,3.3763571999377717,8.600536421734413,63240
ByteDance,120,xgboost,3,34.400474548339844,8.31161880493164,26.088855743408203,2.3499374389648438,0.4940543959519292,0.5059456040480709,1.7189053297042847,1.6428720951080322,4.857044219970703,12.372264862060547,63240
ByteDance,120,lightgbm,3,32.3827893248962,7.61221372472919,24.770575600167014,2.2121070506570457,0.5039690069576218,0.49603099304237824,1.6320482553346383,1.5046279500176294,6.8747294434143456,17.511879657977172,63240
ByteDance,120,extratrees,3,31.442080331793942,7.6619925729981135,23.78008775879583,2.1478460947715026,0.5028937381404175,0.4961891208096142,1.5667884091553228,1.5144672226830553,7.8154384365166045,19.908131440098508,63240
ByteDance,120,bilstm,3,,,,,0.5606419987349779,0.43918406072106264,,,,,63240
ByteDance,120,linear_reg,3,38.22367858886719,9.903984069824219,28.31969451904297,2.61110520362854,0.49816571790006325,0.5018342820999367,1.8658874034881592,1.9576185941696167,1.0338401794433594,2.6334831714630127,63240
ByteDance,120,naive,5,59.049434661865234,9.569647789001465,49.47978591918945,4.033737659454346,0.4912080961416825,0.48132511068943706,1.9560320377349854,1.8915338516235352,0.0,0.0,63240
ByteDance,120,hetero_ensemble,5,53.82661305905795,8.852470463174017,44.97414259588393,3.6769602848692333,0.5058349146110057,0.4941650853889943,1.7779151880093274,1.7497767360796208,5.2228216028072865,8.844829138017543,63240
ByteDance,120,homo_ensemble,5,53.895189012376235,8.86012040236757,45.035068610008665,3.681644790219249,0.5056451612903226,0.49435483870967745,1.7803237116543593,1.7512888208348303,5.154245649488999,8.728696013778547,63240
ByteDance,120,xgboost,5,51.79304885864258,8.31161880493164,43.48143005371094,3.5380451679229736,0.4940543959519292,0.5059456040480709,1.7189053297042847,1.6428720951080322,7.256385803222656,12.28866195678711,63240
ByteDance,120,lightgbm,5,48.8965063916742,7.61221372472919,41.284292666945014,3.340178804744348,0.5039690069576218,0.49603099304237824,1.6320482553346383,1.5046279500176294,10.152928270191033,17.193946611563252,63240
ByteDance,120,extratrees,5,47.29547217099116,7.6619925729981135,39.633479597993045,3.230810243179662,0.5028937381404175,0.4961891208096142,1.5667884091553228,1.5144672226830553,11.753962490874073,19.905292164405616,63240
ByteDance,120,bilstm,5,,,,,0.5606419987349779,0.43918406072106264,,,,,63240
ByteDance,120,linear_reg,5,57.10347366333008,9.903984069824219,47.19948959350586,3.9008066654205322,0.49816571790006325,0.5018342820999367,1.8658874034881592,1.9576185941696167,1.9459609985351562,3.295477867126465,63240
ByteDance,120,naive,10,108.52922058105469,9.569647789001465,98.9595718383789,7.413760662078857,0.4912080961416825,0.48132511068943706,1.9560320377349854,1.8915338516235352,0.0,0.0,63240
ByteDance,120,hetero_ensemble,10,98.80075565494188,8.852470463174017,89.94828519176787,6.74919772974935,0.5058349146110057,0.4941650853889943,1.7779151880093274,1.7497767360796208,9.728464926112807,8.963913012576308,63240
ByteDance,120,homo_ensemble,10,98.9302576223849,8.86012040236757,90.07013722001733,6.758044163957981,0.5056451612903226,0.49435483870967745,1.7803237116543593,1.7512888208348303,9.598962958669787,8.844588496331118,63240
ByteDance,120,xgboost,10,95.27447509765625,8.31161880493164,86.96286010742188,6.508313179016113,0.4940543959519292,0.5059456040480709,1.7189053297042847,1.6428720951080322,13.254745483398438,12.213067054748535,63240
ByteDance,120,lightgbm,10,90.18079905861921,7.61221372472919,82.56858533389003,6.160358189962603,0.5039690069576218,0.49603099304237824,1.6320482553346383,1.5046279500176294,18.348421522435473,16.90643443691924,63240
ByteDance,120,extratrees,10,86.9289517689842,7.6619925729981135,79.26695919598609,5.938220614200059,0.5028937381404175,0.4961891208096142,1.5667884091553228,1.5144672226830553,21.60026881207048,19.90272177062065,63240
ByteDance,120,bilstm,10,,,,,0.5606419987349779,0.43918406072106264,,,,,63240
ByteDance,120,linear_reg,10,104.30296325683594,9.903984069824219,94.39897918701172,7.125060081481934,0.49816571790006325,0.5018342820999367,1.8658874034881592,1.9576185941696167,4.22625732421875,3.8941192626953125,63240
