dataset,horizon_min,model,C_u_over_C_o,total_cost_dollars,cost_waste_dollars,cost_violation_dollars,cost_per_vcpu_month,violation_rate,waste_rate,mean_violation_pp,mean_waste_pp,savings_vs_naive_dollars,savings_vs_naive_pct,n_timesteps
Alibaba,10,lightgbm,5,172.20903999999993,29.353839999999987,142.85519999999994,0.8907134847462616,0.14118709827273365,0.14587806947019444,0.42759675128094765,0.43931220640273266,5.410156319385351e-06,3.141621455771846e-06,1670443
Alibaba,10,extratrees,5,194.23945497929523,32.2499832077389,161.98947177155634,1.0046609737782797,0.37731428130142725,0.6226857186985728,0.4848697973278838,0.4826561458208824,-22.030409569138982,-12.792829503623572,1670443
Alibaba,10,bilstm,5,,,,,0.41848180392865847,0.5815104137046281,,,,,1670443
Alibaba,10,linear_reg,5,202.39007568359375,32.42499923706055,169.96507263183594,1.0468183755874634,0.47524758402411815,0.5247524159758818,0.5087427496910095,0.48527541756629944,-30.1810302734375,-17.52581024169922,1670443
Alibaba,10,naive,10,315.0642395019531,29.35382843017578,285.7104187011719,1.6296006441116333,0.14118709827273365,0.14587806947019444,0.4275967478752136,0.439312219619751,0.0,0.0,1670443
Alibaba,10,hetero_ensemble,10,359.7598243559095,32.444834830760264,327.3149895251492,1.8607787769083157,0.39401943077375284,0.6059805692262472,0.48986255371352005,0.4855723127152532,-44.69558485395635,-14.186181498925485,1670443
Alibaba,10,homo_ensemble,10,356.68631785590634,32.12460665906696,324.5617111968394,1.8448817387214234,0.37419953868524697,0.6258004613147531,0.48574197263366603,0.48077974913042454,-41.62207835395321,-13.210664091789189,1670443
Alibaba,10,xgboost,10,341.05364990234375,31.77096176147461,309.2826843261719,1.7640254497528076,0.3197433255729169,0.6802560757834898,0.4628750681877136,0.4754871428012848,-25.989410400390625,-8.248924255371094,1670443
Alibaba,10,lightgbm,10,315.06423999999987,29.353839999999987,285.7103999999999,1.6296006709597388,0.14118709827273365,0.14587806947019444,0.42759675128094765,0.43931220640273266,-4.980467451787263e-07,-1.580778402417323e-07,1670443
Alibaba,10,extratrees,10,356.2289267508516,32.2499832077389,323.9789435431127,1.8425159835608622,0.37731428130142725,0.6226857186985728,0.4848697973278838,0.4826561458208824,-41.164687248898474,-13.065490172407614,1670443
Alibaba,10,bilstm,10,,,,,0.41848180392865847,0.5815104137046281,,,,,1670443
Alibaba,10,linear_reg,10,372.3551330566406,32.42499923706055,339.9301452636719,1.9259252548217773,0.47524758402411815,0.5247524159758818,0.5087427496910095,0.48527541756629944,-57.2908935546875,-18.183876037597656,1670443
Alibaba,30,naive,1,113.39115905761719,57.6900520324707,55.70111083984375,0.5934843420982361,0.2650253610611846,0.2765158330198412,0.8435683250427246,0.8736902475357056,0.0,0.0,1650759
Alibaba,30,hetero_ensemble,1,115.58660787659849,57.51993536281587,58.06667251378262,0.6049752217336455,0.4387357573092135,0.5612642426907865,0.8793935473588619,0.8711134599722896,-2.195448818981305,-1.93617283501418,1650759
Alibaba,30,homo_ensemble,1,115.67308345265644,57.77465759703726,57.89842585561917,0.6054278310952427,0.42700054944422533,0.5729994505557746,0.8768455276575684,0.8749711132430175,-2.2819243950392547,-2.0124359024143548,1650759
Alibaba,30,xgboost,1,116.92436218261719,59.14228057861328,57.78208541870117,0.6119769215583801,0.3924206985998562,0.6075793014001438,0.8750832676887512,0.8956829905509949,-3.533203125,-3.1159422397613525,1650759
Alibaba,30,lightgbm,1,113.04718345556523,56.51489674635602,56.53228670920922,0.5916839860064876,0.3237347183931755,0.3297604314136709,0.8561559668796183,0.8558926037410067,0.3439756020519553,0.30335310522504827,1650759
Alibaba,30,extratrees,1,116.16448066326949,58.41777657218282,57.74670409108667,0.6079997824822693,0.423858964270375,0.5761410357296249,0.8745477700119562,0.8847108598557213,-2.773321605652299,-2.44580056214356,1650759
Alibaba,30,bilstm,1,,,,,0.5094002213527232,0.4905925092639204,,,,,1650759
Alibaba,30,linear_reg,1,120.44883728027344,58.73817825317383,61.710662841796875,0.6304239630699158,0.5091209558754488,0.4908790441245512,0.9345799684524536,0.8895633816719055,-7.05767822265625,-6.22418737411499,1650759
Alibaba,30,naive,2,169.09226989746094,57.6900520324707,111.4022216796875,0.8850215077400208,0.2650253610611846,0.2765158330198412,0.8435683250427246,0.8736902475357056,0.0,0.0,1650759
Alibaba,30,hetero_ensemble,2,173.6532803903811,57.51993536281587,116.13334502756524,0.9088936317008677,0.4387357573092135,0.5612642426907865,0.8793935473588619,0.8711134599722896,-4.561010492920161,-2.6973500892063242,1650759
Alibaba,30,homo_ensemble,2,173.5715093082756,57.77465759703726,115.79685171123835,0.9084656454536981,0.42700054944422533,0.5729994505557746,0.8768455276575684,0.8749711132430175,-4.479239410814671,-2.6489912362823693,1650759
Alibaba,30,xgboost,2,174.70645141601562,59.14228057861328,115.56417083740234,0.9144058227539062,0.3924206985998562,0.6075793014001438,0.8750832676887512,0.8956829905509949,-5.6141815185546875,-3.320188045501709,1650759
Alibaba,30,lightgbm,2,169.57947016477445,56.51489674635602,113.06457341841843,0.8875714881600834,0.3237347183931755,0.3297604314136709,0.8561559668796183,0.8558926037410067,-0.4872002673135114,-0.2881268715648291,1650759
Alibaba,30,extratrees,2,173.91118475435616,58.41777657218282,115.49340818217334,0.9102434917984012,0.423858964270375,0.5761410357296249,0.8745477700119562,0.8847108598557213,-4.818914856895219,-2.8498729479576164,1650759
Alibaba,30,bilstm,2,,,,,0.5094002213527232,0.4905925092639204,,,,,1650759
Alibaba,30,linear_reg,2,182.1595001220703,58.73817825317383,123.42132568359375,0.9534149169921875,0.5091209558754488,0.4908790441245512,0.9345799684524536,0.8895633816719055,-13.067230224609375,-7.727869510650635,1650759
Alibaba,30,naive,3,224.7933807373047,57.6900520324707,167.10333251953125,1.1765587329864502,0.2650253610611846,0.2765158330198412,0.8435683250427246,0.8736902475357056,0.0,0.0,1650759
Alibaba,30,hetero_ensemble,3,231.71995290416373,57.51993536281587,174.20001754134788,1.21281204166809,0.4387357573092135,0.5612642426907865,0.8793935473588619,0.8711134599722896,-6.926572166859046,-3.081306106140862,1650759
Alibaba,30,homo_ensemble,3,231.46993516389477,57.77465759703726,173.69527756685753,1.2115034598121537,0.42700054944422533,0.5729994505557746,0.8768455276575684,0.8749711132430175,-6.676554426590087,-2.970084975229925,1650759
Alibaba,30,xgboost,3,232.488525390625,59.14228057861328,173.34625244140625,1.2168347835540771,0.3924206985998562,0.6075793014001438,0.8750832676887512,0.8956829905509949,-7.6951446533203125,-3.4232077598571777,1650759
Alibaba,30,lightgbm,3,226.11175687398367,56.51489674635602,169.59686012762765,1.1834589903136794,0.3237347183931755,0.3297604314136709,0.8561559668796183,0.8558926037410067,-1.3183761366789781,-0.5864835220480281,1650759
Alibaba,30,extratrees,3,231.65788884544284,58.41777657218282,173.24011227326002,1.2124872011145333,0.423858964270375,0.5761410357296249,0.8745477700119562,0.8847108598557213,-6.864508108138153,-3.0536967261327286,1650759
Alibaba,30,bilstm,3,,,,,0.5094002213527232,0.4905925092639204,,,,,1650759
Alibaba,30,linear_reg,3,243.87014770507812,58.73817825317383,185.13197326660156,1.2764055728912354,0.5091209558754488,0.4908790441245512,0.9345799684524536,0.8895633816719055,-19.076766967773438,-8.486356735229492,1650759
Alibaba,30,naive,5,336.19561767578125,57.6900520324707,278.50555419921875,1.7596330642700195,0.2650253610611846,0.2765158330198412,0.8435683250427246,0.8736902475357056,0.0,0.0,1650759
Alibaba,30,hetero_ensemble,5,347.85329793172895,57.51993536281587,290.33336256891306,1.8206488616025345,0.4387357573092135,0.5612642426907865,0.8793935473588619,0.8711134599722896,-11.657680255947696,-3.4675289156178337,1650759
Alibaba,30,homo_ensemble,5,347.2667868751331,57.77465759703726,289.49212927809583,1.8175790885290646,0.42700054944422533,0.5729994505557746,0.8768455276575684,0.8749711132430175,-11.071169199351857,-3.293073620617095,1650759
Alibaba,30,xgboost,5,348.0527038574219,59.14228057861328,288.9104309082031,1.8216924667358398,0.3924206985998562,0.6075793014001438,0.8750832676887512,0.8956829905509949,-11.857086181640625,-3.526841402053833,1650759
Alibaba,30,lightgbm,5,339.1763302924021,56.51489674635602,282.66143354604606,1.7752339946208706,0.3237347183931755,0.3297604314136709,0.8561559668796183,0.8558926037410067,-2.980712616620849,-0.8866006752935651,1650759
Alibaba,30,extratrees,5,347.1512970276161,58.41777657218282,288.73352045543334,1.8169746197467973,0.423858964270375,0.5761410357296249,0.8745477700119562,0.8847108598557213,-10.955679351834874,-3.258721641755682,1650759
Alibaba,30,bilstm,5,,,,,0.5094002213527232,0.4905925092639204,,,,,1650759
Alibaba,30,linear_reg,5,367.29150390625,58.73817825317383,308.5533142089844,1.922387719154358,0.5091209558754488,0.4908790441245512,0.9345799684524536,0.8895633816719055,-31.09588623046875,-9.249342918395996,1650759
Alibaba,30,naive,10,614.701171875,57.6900520324707,557.0111083984375,3.217318534851074,0.2650253610611846,0.2765158330198412,0.8435683250427246,0.8736902475357056,0.0,0.0,1650759
Alibaba,30,hetero_ensemble,10,638.186660500642,57.51993536281587,580.6667251378261,3.3402409114386455,0.4387357573092135,0.5612642426907865,0.8793935473588619,0.8711134599722896,-23.485488625642006,-3.82063508257274,1650759
Alibaba,30,homo_ensemble,10,636.7589161532289,57.77465759703726,578.9842585561917,3.3327681603213417,0.42700054944422533,0.5729994505557746,0.8768455276575684,0.8749711132430175,-22.057744278228938,-3.588368672040599,1650759
Alibaba,30,xgboost,10,636.963134765625,59.14228057861328,577.8208618164062,3.3338370323181152,0.3924206985998562,0.6075793014001438,0.8750832676887512,0.8956829905509949,-22.261962890625,-3.621591091156006,1650759
Alibaba,30,lightgbm,10,621.8377638384482,56.51489674635602,565.3228670920921,3.25467150538885,0.3237347183931755,0.3297604314136709,0.8561559668796183,0.8558926037410067,-7.136591963448154,-1.1609855796564816,1650759
Alibaba,30,extratrees,10,635.8848174830495,58.41777657218282,577.4670409108667,3.3281931663274573,0.423858964270375,0.5761410357296249,0.8745477700119562,0.8847108598557213,-21.18364560804946,-3.4461697125830715,1650759
Alibaba,30,bilstm,10,,,,,0.5094002213527232,0.4905925092639204,,,,,1650759
Alibaba,30,linear_reg,10,675.8447875976562,58.73817825317383,617.1066284179688,3.537342071533203,0.5091209558754488,0.4908790441245512,0.9345799684524536,0.8895633816719055,-61.14361572265625,-9.946884155273438,1650759
Alibaba,60,naive,1,143.17098999023438,73.1179428100586,70.05303955078125,0.7629978060722351,0.31486590761475985,0.3339908575756847,1.0802432298660278,1.1275054216384888,0.0,0.0,1621233
Alibaba,60,hetero_ensemble,1,138.4400629457191,69.56765174468917,68.87241120102993,0.7377854656616372,0.49466054539970505,0.505339454600295,1.062037523308338,1.0727583842774175,4.730927044515283,3.304389419139993,1621233
Alibaba,60,homo_ensemble,1,138.91371449283992,70.46149408924559,68.45222040359434,0.7403096860341092,0.4860091054154461,0.5139908945845538,1.0555580290370712,1.0865417569412532,4.25727549739446,2.973560144890279,1621233
Alibaba,60,xgboost,1,144.81024169921875,73.13616180419922,71.67408752441406,0.7717338800430298,0.40145925971158986,0.5985407402884101,1.105239748954773,1.1277860403060913,-1.639251708984375,-1.1449607610702515,1621233
Alibaba,60,lightgbm,1,137.43425466604032,67.70862912962161,69.72562553641872,0.732425234568127,0.5172513759589152,0.48274862404108476,1.0751943973571154,1.044091582296031,5.736735324194058,4.006911822419722,1621233
Alibaba,60,extratrees,1,140.13429212077915,72.19129084664678,67.94300127413237,0.746814482510245,0.47153370305193637,0.5284551942873109,1.0477056856437728,1.1132158493974462,3.0366978694552245,2.1210287570564095,1621233
Alibaba,60,bilstm,1,,,,,0.5403103687131955,0.4596828463274557,,,,,1621233
Alibaba,60,linear_reg,1,149.07708740234375,72.87926483154297,76.19781494140625,0.7944731116294861,0.4957584751852448,0.5042415248147551,1.174998164176941,1.1238250732421875,-5.906097412109375,-4.1252055168151855,1621233
Alibaba,60,naive,2,213.22402954101562,73.1179428100586,140.1060791015625,1.1363298892974854,0.31486590761475985,0.3339908575756847,1.0802432298660278,1.1275054216384888,0.0,0.0,1621233
Alibaba,60,hetero_ensemble,2,207.31247414674903,69.56765174468917,137.74482240205987,1.1048256337169993,0.49466054539970505,0.505339454600295,1.062037523308338,1.0727583842774175,5.9115553942666,2.77246209397307,1621233
Alibaba,60,homo_ensemble,2,207.36593489643428,70.46149408924559,136.90444080718868,1.1051105408693211,0.4860091054154461,0.5139908945845538,1.0555580290370712,1.0865417569412532,5.858094644581342,2.7473895213365167,1621233
Alibaba,60,xgboost,2,216.48434448242188,73.13616180419922,143.34817504882812,1.1537050008773804,0.40145925971158986,0.5985407402884101,1.105239748954773,1.1277860403060913,-3.26031494140625,-1.5290560722351074,1621233
Alibaba,60,lightgbm,2,207.15988020245905,67.70862912962161,139.45125107283744,1.1040124182947462,0.5172513759589152,0.48274862404108476,1.0751943973571154,1.044091582296031,6.064149338556575,2.8440271725519004,1621233
Alibaba,60,extratrees,2,208.07729339491152,72.19129084664678,135.88600254826474,1.1089015674687324,0.47153370305193637,0.5284551942873109,1.0477056856437728,1.1132158493974462,5.146736146104104,2.4137692910048307,1621233
Alibaba,60,bilstm,2,,,,,0.5403103687131955,0.4596828463274557,,,,,1621233
Alibaba,60,linear_reg,2,225.27490234375,72.87926483154297,152.3956298828125,1.2005523443222046,0.4957584751852448,0.5042415248147551,1.174998164176941,1.1238250732421875,-12.050872802734375,-5.651742458343506,1621233
Alibaba,60,naive,3,283.2770690917969,73.1179428100586,210.15911865234375,1.50966215133667,0.31486590761475985,0.3339908575756847,1.0802432298660278,1.1275054216384888,0.0,0.0,1621233
Alibaba,60,hetero_ensemble,3,276.184885347779,69.56765174468917,206.61723360308983,1.4718658017723614,0.49466054539970505,0.505339454600295,1.062037523308338,1.0727583842774175,7.092183744017859,2.5036208425750175,1621233
Alibaba,60,homo_ensemble,3,275.81815530002865,70.46149408924559,205.35666121078305,1.469911395704533,0.4860091054154461,0.5139908945845538,1.0555580290370712,1.0865417569412532,7.458913791768225,2.6330806851687454,1621233
Alibaba,60,xgboost,3,288.1584167480469,73.13616180419922,215.02224731445312,1.5356762409210205,0.40145925971158986,0.5985407402884101,1.105239748954773,1.1277860403060913,-4.88134765625,-1.7231707572937012,1621233
Alibaba,60,lightgbm,3,276.8855057388778,67.70862912962161,209.1768766092562,1.4755996020213653,0.5172513759589152,0.48274862404108476,1.0751943973571154,1.044091582296031,6.391563352919093,2.2562939433858253,1621233
Alibaba,60,extratrees,3,276.0202946690439,72.19129084664678,203.82900382239714,1.47098865242722,0.47153370305193637,0.5284551942873109,1.0477056856437728,1.1132158493974462,7.256774422752983,2.5617232083128485,1621233
Alibaba,60,bilstm,3,,,,,0.5403103687131955,0.4596828463274557,,,,,1621233
Alibaba,60,linear_reg,3,301.4726867675781,72.87926483154297,228.5934295654297,1.6066315174102783,0.4957584751852448,0.5042415248147551,1.174998164176941,1.1238250732421875,-18.19561767578125,-6.423258304595947,1621233
Alibaba,60,naive,5,423.3831481933594,73.1179428100586,350.26519775390625,2.256326198577881,0.31486590761475985,0.3339908575756847,1.0802432298660278,1.1275054216384888,0.0,0.0,1621233
Alibaba,60,hetero_ensemble,5,413.9297077498388,69.56765174468917,344.36205600514967,2.2059461378830854,0.49466054539970505,0.505339454600295,1.062037523308338,1.0727583842774175,9.453440443520549,2.2328334237817034,1621233
Alibaba,60,homo_ensemble,5,412.7225961072173,70.46149408924559,342.2611020179717,2.199513105374957,0.4860091054154461,0.5139908945845538,1.0555580290370712,1.0865417569412532,10.660552086142047,2.5179443564611046,1621233
Alibaba,60,xgboost,5,431.506591796875,73.13616180419922,358.37042236328125,2.2996182441711426,0.40145925971158986,0.5985407402884101,1.105239748954773,1.1277860403060913,-8.123443603515625,-1.9186979532241821,1621233
Alibaba,60,lightgbm,5,416.3367568117152,67.70862912962161,348.6281276820936,2.218773969474603,0.5172513759589152,0.48274862404108476,1.0751943973571154,1.044091582296031,7.0463913816441845,1.6643060574593518,1621233
Alibaba,60,extratrees,5,411.90629721730863,72.19129084664678,339.71500637066185,2.1951628223441952,0.47153370305193637,0.5284551942873109,1.0477056856437728,1.1132158493974462,11.476850976050741,2.710748178103975,1621233
Alibaba,60,bilstm,5,,,,,0.5403103687131955,0.4596828463274557,,,,,1621233
Alibaba,60,linear_reg,5,453.86834716796875,72.87926483154297,380.98907470703125,2.418790102005005,0.4957584751852448,0.5042415248147551,1.174998164176941,1.1238250732421875,-30.485198974609375,-7.200381278991699,1621233
Alibaba,60,naive,10,773.6483154296875,73.1179428100586,700.5303955078125,4.122986316680908,0.31486590761475985,0.3339908575756847,1.0802432298660278,1.1275054216384888,0.0,0.0,1621233
Alibaba,60,hetero_ensemble,10,758.2917637549886,69.56765174468917,688.7241120102993,4.041146978159895,0.49466054539970505,0.505339454600295,1.062037523308338,1.0727583842774175,15.356551674698949,1.9849525124564973,1621233
Alibaba,60,homo_ensemble,10,754.983698125189,70.46149408924559,684.5222040359434,4.023517379551016,0.4860091054154461,0.5139908945845538,1.0555580290370712,1.0865417569412532,18.664617304498506,2.412545459254584,1621233
Alibaba,60,xgboost,10,789.8770141601562,73.13616180419922,716.7408447265625,4.209473609924316,0.40145925971158986,0.5985407402884101,1.105239748954773,1.1277860403060913,-16.22869873046875,-2.097684144973755,1621233
Alibaba,60,lightgbm,10,764.9648844938088,67.70862912962161,697.2562553641872,4.076709888107698,0.5172513759589152,0.48274862404108476,1.0751943973571154,1.044091582296031,8.683430935878732,1.1224002899891172,1621233
Alibaba,60,extratrees,10,751.6213035879705,72.19129084664678,679.4300127413237,4.005598247136633,0.47153370305193637,0.5284551942873109,1.0477056856437728,1.1132158493974462,22.027011841717012,2.8471608355384475,1621233
Alibaba,60,bilstm,10,,,,,0.5403103687131955,0.4596828463274557,,,,,1621233
Alibaba,60,linear_reg,10,834.857421875,72.87926483154297,761.9781494140625,4.4491868019104,0.4957584751852448,0.5042415248147551,1.174998164176941,1.1238250732421875,-61.2091064453125,-7.91174840927124,1621233
Alibaba,120,naive,1,172.67926025390625,88.51313781738281,84.1661148071289,0.9550421833992004,0.3295943299784084,0.3629848269822767,1.3469328880310059,1.416499137878418,0.0,0.0,1562181
Alibaba,120,hetero_ensemble,1,153.49835803103082,79.40034151647936,74.09801651455146,0.8489578438017785,0.4883448204785489,0.5116551795214511,1.1858103592757732,1.2706648832062253,19.18090222287543,11.107820472865114,1562181
Alibaba,120,homo_ensemble,1,154.30678411879006,80.46141797822114,73.84536614056894,0.8534290295339311,0.4732755039268817,0.5267244960731183,1.1817671278259196,1.2876455733717977,18.372476135116187,10.63965418203752,1562181
Alibaba,120,xgboost,1,175.655517578125,93.77497100830078,81.88054656982422,0.9715030193328857,0.422535544856838,0.577464455143162,1.3103562593460083,1.5007060766220093,-2.97625732421875,-1.723575472831726,1562181
Alibaba,120,lightgbm,1,155.13869746768262,77.56093741468989,77.57776005299272,0.8580301169459734,0.5044537092692845,0.4955462907307156,1.2414976250030034,1.2412284078267806,17.54056278622363,10.157886222370957,1562181
Alibaba,120,extratrees,1,155.15130211730528,80.87034159713029,74.28096052017499,0.8580998298491134,0.4766041835101054,0.5233849342681802,1.1887380610853513,1.294189687320647,17.527958136600972,10.150586764634038,1562181
Alibaba,120,bilstm,1,,,,,0.47574832877880346,0.5242446297836166,,,,,1562181
Alibaba,120,linear_reg,1,180.17654418945312,90.65467834472656,89.52186584472656,0.9965077042579651,0.4933474418137207,0.5066525581862793,1.4326415061950684,1.4507715702056885,-7.497283935546875,-4.341739654541016,1562181
Alibaba,120,naive,2,256.8453674316406,88.51313781738281,168.3322296142578,1.4205421209335327,0.3295943299784084,0.3629848269822767,1.3469328880310059,1.416499137878418,0.0,0.0,1562181
Alibaba,120,hetero_ensemble,2,227.59637454558228,79.40034151647936,148.19603302910292,1.258773903967486,0.4883448204785489,0.5116551795214511,1.1858103592757732,1.2706648832062253,29.248992886058346,11.38778292111613,1562181
Alibaba,120,homo_ensemble,2,228.15215025935902,80.46141797822114,147.69073228113788,1.2618477489105693,0.4732755039268817,0.5267244960731183,1.1817671278259196,1.2876455733717977,28.693217172281607,11.17139758415861,1562181
Alibaba,120,xgboost,2,257.53607177734375,93.77497100830078,163.76109313964844,1.424362301826477,0.422535544856838,0.577464455143162,1.3103562593460083,1.5007060766220093,-0.690704345703125,-0.26891836524009705,1562181
Alibaba,120,lightgbm,2,232.7164575206753,77.56093741468989,155.15552010598543,1.2870916961470116,0.5044537092692845,0.4955462907307156,1.2414976250030034,1.2412284078267806,24.12890991096532,9.39433331122362,1562181
Alibaba,120,extratrees,2,229.43226263748028,80.87034159713029,148.56192104034997,1.2689277037602107,0.4766041835101054,0.5233849342681802,1.1887380610853513,1.294189687320647,27.413104794160347,10.672999504830992,1562181
Alibaba,120,bilstm,2,,,,,0.47574832877880346,0.5242446297836166,,,,,1562181
Alibaba,120,linear_reg,2,269.69842529296875,90.65467834472656,179.04373168945312,1.4916290044784546,0.4933474418137207,0.5066525581862793,1.4326415061950684,1.4507715702056885,-12.853057861328125,-5.0042009353637695,1562181
Alibaba,120,naive,3,341.011474609375,88.51313781738281,252.49832153320312,1.8860419988632202,0.3295943299784084,0.3629848269822767,1.3469328880310059,1.416499137878418,0.0,0.0,1562181
Alibaba,120,hetero_ensemble,3,301.69439106013374,79.40034151647936,222.2940495436544,1.668589964133193,0.4883448204785489,0.5116551795214511,1.1858103592757732,1.2706648832062253,39.31708354924126,11.529548556768818,1562181
Alibaba,120,homo_ensemble,3,301.997516399928,80.46141797822114,221.53609842170684,1.6702664682872073,0.4732755039268817,0.5267244960731183,1.1817671278259196,1.2876455733717977,39.013958209447026,11.440658486385862,1562181
Alibaba,120,xgboost,3,339.4165954589844,93.77497100830078,245.64163208007812,1.8772213459014893,0.422535544856838,0.577464455143162,1.3103562593460083,1.5007060766220093,1.594879150390625,0.46769076585769653,1562181
Alibaba,120,lightgbm,3,310.29421757366805,77.56093741468989,232.73328015897815,1.71615327534805,0.5044537092692845,0.4955462907307156,1.2414976250030034,1.2412284078267806,30.71725703570695,9.007690157902529,1562181
Alibaba,120,extratrees,3,303.71322315765525,80.87034159713029,222.84288156052497,1.6797555776713076,0.4766041835101054,0.5233849342681802,1.1887380610853513,1.294189687320647,37.29825145171975,10.937535604760662,1562181
Alibaba,120,bilstm,3,,,,,0.47574832877880346,0.5242446297836166,,,,,1562181
Alibaba,120,linear_reg,3,359.22027587890625,90.65467834472656,268.5655822753906,1.9867502450942993,0.4933474418137207,0.5066525581862793,1.4326415061950684,1.4507715702056885,-18.20880126953125,-5.339644908905029,1562181
Alibaba,120,naive,5,509.34368896484375,88.51313781738281,420.83056640625,2.8170418739318848,0.3295943299784084,0.3629848269822767,1.3469328880310059,1.416499137878418,0.0,0.0,1562181
Alibaba,120,hetero_ensemble,5,449.8904240892366,79.40034151647936,370.4900825727573,2.4882220844646072,0.4883448204785489,0.5116551795214511,1.1858103592757732,1.2706648832062253,59.45326487560715,11.672524105763637,1562181
Alibaba,120,homo_ensemble,5,449.68824868106583,80.46141797822114,369.22683070284467,2.487103907040483,0.4732755039268817,0.5267244960731183,1.1817671278259196,1.2876455733717977,59.65544028377792,11.71221742337039,1562181
Alibaba,120,xgboost,5,503.1777038574219,93.77497100830078,409.4027404785156,2.7829396724700928,0.422535544856838,0.577464455143162,1.3103562593460083,1.5007060766220093,6.165985107421875,1.2105745077133179,1562181
Alibaba,120,lightgbm,5,465.4497376796534,77.56093741468989,387.88880026496355,2.574276433750126,0.5044537092692845,0.4955462907307156,1.2414976250030034,1.2412284078267806,43.893951285190326,8.617747158975794,1562181
Alibaba,120,extratrees,5,452.2751441980052,80.87034159713029,371.4048026008749,2.5014113254935024,0.4766041835101054,0.5233849342681802,1.1887380610853513,1.294189687320647,57.068544766838556,11.204329415138307,1562181
Alibaba,120,bilstm,5,,,,,0.47574832877880346,0.5242446297836166,,,,,1562181
Alibaba,120,linear_reg,5,538.2639770507812,90.65467834472656,447.60931396484375,2.97699236869812,0.4933474418137207,0.5066525581862793,1.4326415061950684,1.4507715702056885,-28.9202880859375,-5.677951812744141,1562181
Alibaba,120,naive,10,930.1742553710938,88.51313781738281,841.6611328125,5.144542217254639,0.3295943299784084,0.3629848269822767,1.3469328880310059,1.416499137878418,0.0,0.0,1562181
Alibaba,120,hetero_ensemble,10,820.3805066619939,79.40034151647936,740.9801651455145,4.537302385293144,0.4883448204785489,0.5116551795214511,1.1858103592757732,1.2706648832062253,109.79374870909987,11.80356778045825,1562181
Alibaba,120,homo_ensemble,10,818.9150793839104,80.46141797822114,738.4536614056893,4.5291975039236725,0.4732755039268817,0.5267244960731183,1.1817671278259196,1.2876455733717977,111.25917598718331,11.961111086953958,1562181
Alibaba,120,xgboost,10,912.5804443359375,93.77497100830078,818.8054809570312,5.047235012054443,0.422535544856838,0.577464455143162,1.3103562593460083,1.5007060766220093,17.59381103515625,1.8914532661437988,1562181
Alibaba,120,lightgbm,10,853.338537944617,77.56093741468989,775.7776005299271,4.719584329755317,0.5044537092692845,0.4955462907307156,1.2414976250030034,1.2412284078267806,76.83571742647678,8.260357345175406,1562181
Alibaba,120,extratrees,10,823.6799467988801,80.87034159713029,742.8096052017498,4.555550695048988,0.4766041835101054,0.5233849342681802,1.1887380610853513,1.294189687320647,106.49430857221364,11.448855733996599,1562181
Alibaba,120,bilstm,10,,,,,0.47574832877880346,0.5242446297836166,,,,,1562181
Alibaba,120,linear_reg,10,985.873291015625,90.65467834472656,895.2186279296875,5.4525980949401855,0.4933474418137207,0.5066525581862793,1.4326415061950684,1.4507715702056885,-55.69903564453125,-5.988021373748779,1562181
Bitbrains,10,naive,1,52.22130584716797,26.126388549804688,26.094919204711914,2.2167677879333496,0.3513137725021618,0.41725788066975866,3.2051970958709717,3.2090625762939453,0.0,0.0,203536
Bitbrains,10,hetero_ensemble,1,65.08407147338278,35.777827376732056,29.306244096650722,2.762785834103192,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-12.86276562621481,-24.631260014560464,203536
Bitbrains,10,homo_ensemble,1,65.08407147338278,35.777827376732056,29.306244096650722,2.762785834103192,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-12.86276562621481,-24.631260014560464,203536
Bitbrains,10,xgboost,1,60.23606872558594,31.544815063476562,28.691253662109375,2.556990623474121,0.2856104079867935,0.7143895920132065,3.5241007804870605,3.8745992183685303,-8.014762878417969,-15.347687721252441,203536
Bitbrains,10,lightgbm,1,52.17506268552301,26.00644945521899,26.168613230304018,2.2148049563856946,0.39268237559940256,0.4220874931216099,3.214248736133168,3.19433042007544,0.04624316164495923,0.08855228894561827,203536
Bitbrains,10,extratrees,1,64.62079490450641,32.704108768494415,31.916686136011993,2.743119978652108,0.3338426617404292,0.6661573382595708,3.920275299702754,4.016993157045241,-12.399489057338442,-23.74411910270314,203536
Bitbrains,10,linear_reg,1,63.320831298828125,33.367122650146484,29.953710556030273,2.687937021255493,0.3020988915965726,0.6979011084034275,3.6791651248931885,4.098430156707764,-11.099525451660156,-21.254783630371094,203536
Bitbrains,10,naive,2,78.31622314453125,26.126388549804688,52.18983840942383,3.324483633041382,0.3513137725021618,0.41725788066975866,3.2051970958709717,3.2090625762939453,0.0,0.0,203536
Bitbrains,10,hetero_ensemble,2,94.3903155700335,35.777827376732056,58.612488193301445,4.006821036696651,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-16.074092425502243,-20.524601136392626,203536
Bitbrains,10,homo_ensemble,2,94.3903155700335,35.777827376732056,58.612488193301445,4.006821036696651,0.32121098970206746,0.6787890102979326,3.59963889639311,4.394533077285106,-16.074092425502243,-20.524601136392626,203536
