container_id,n_points,et_r2,naive_r2,et_minus_naive_pp,note,horizon
c_1399,337,0.7528503384466425,0.7513741254806519,0.1476212965990653,,10min
c_13991,343,0.8461074122392048,0.8401015996932983,0.6005812545906486,,10min
c_13992,342,0.6299830942911646,0.6302306652069092,-0.024757091574456602,,10min
c_14009,342,0.920180466731599,0.918219804763794,0.19606619678050885,,10min
c_1401,337,-0.7473149969566864,-0.7493269443511963,0.20119473945099386,,10min
c_14027,342,-0.028202294658180138,-0.0350649356842041,0.6862641026023963,,10min
c_14035,249,-0.1086045398890998,-0.15045368671417236,4.184914682507257,,10min
c_14045,342,-0.19932290066346514,-0.16839873790740967,-3.0924162756055473,,10min
c_14049,342,0.7305463588480307,0.7273628115653992,0.31835472826314826,,10min
c_14064,333,0.2056356918669079,0.18677890300750732,1.8856788859400564,,10min
c_14084,342,-0.19964096250353536,-0.18759620189666748,-1.2044760606867877,,10min
c_1409,341,-0.10599120422141328,-0.11292612552642822,0.693492130501494,,10min
c_14106,338,,,,constant_y_true,10min
c_14107,342,0.1259103083089148,0.12125009298324585,0.46602153256689594,,10min
c_14122,340,0.14199101464684571,0.11829537153244019,2.369564311440553,,10min
c_14125,341,0.814467157933074,0.8110131025314331,0.34540554016408986,,10min
c_14133,343,0.03634414590049695,-0.02051830291748047,5.686244881797742,,10min
c_14140,335,0.9437914778845117,0.9392634034156799,0.4528074468831744,,10min
c_14169,339,0.5904571171455879,0.577100396156311,1.3356720989276871,,10min
c_14185,340,0.1864164392839377,0.1475784182548523,3.88380210290854,,10min
c_14210,343,0.9630737573829476,0.9631408452987671,-0.006708791581944151,,10min
c_1422,343,0.20142208845631704,0.19891297817230225,0.2509110284014793,,10min
c_14233,343,0.570631288278526,0.5590444803237915,1.1586807954734546,,10min
c_14236,343,0.8454917227032852,0.839635968208313,0.5855754494972221,,10min
c_14257,335,0.6612136874633796,0.6550740003585815,0.6139687104798064,,10min
c_14258,344,0.8544320339786853,0.8588066101074219,-0.4374576128736596,,10min
c_1426,343,0.179086065750372,0.1743716597557068,0.4714405994665216,,10min
c_14275,344,0.065323794972868,0.05844557285308838,0.687822211977962,,10min
c_14294,343,0.9175589718873174,0.9144431948661804,0.31157770211369673,,10min
c_14347,338,0.8914354918623877,0.886885941028595,0.4549550833792715,,10min
c_14387,343,0.09214321598609243,0.09326773881912231,-0.1124522833029884,,10min
c_14391,328,0.9597166356732737,0.9578726887702942,0.18439469029795097,,10min
c_14397,343,0.3571341848535964,0.33865857124328613,1.8475613610310249,,10min
c_14399,341,0.40925630375169453,0.39663517475128174,1.262112900041279,,10min
c_1441,343,0.6974225928105975,0.708524227142334,-1.1101634331736498,,10min
c_14429,342,-0.16969564753908983,-0.17443561553955078,0.4739968000460948,,10min
c_14433,341,,,,constant_y_true,10min
c_14434,336,0.8552754297263853,0.8519865274429321,0.32889022834531323,,10min
c_14446,342,-0.1470305075187084,-0.14408600330352783,-0.29445042151805545,,10min
c_14469,336,0.5726416250429933,0.553715705871582,1.8925919171411287,,10min
c_14472,341,,,,constant_y_true,10min
c_14477,341,0.4845539506288612,0.43955743312835693,4.499651750050426,,10min
c_14478,339,0.8297282626993296,0.8241459727287292,0.5582289970600396,,10min
c_14485,342,-0.08372993400184847,-0.11730444431304932,3.3574510311200845,,10min
c_145,335,0.6930853190263732,0.6876169443130493,0.5468374713323843,,10min
c_14516,337,0.34740189070507643,0.3281257152557373,1.9276175449339128,,10min
